Titel: 
Gebruikersnaam: 
Periode aangevraagd: 01/01/1800-10/06/2017
Datum: 10/06/2017
Referentie: Maaiveld (MV)


LOCATIE,FILTERNUMMER,EXTERNE AANDUIDING,X-COORDINAAT,Y-COORDINAAT,MAAIVELD NAP,GESCHAT,MEETPUNT NAP,BOVENKANT FILTER,ONDERKANT FILTER,START DATUM,EIND DATUM
B25A1256,005,25AP1256,107070,491470,-126,,-128,-5626,-5726,1988/04/15,1992/10/29
B25A1256,005,25AP1256,107070,491470,-126,,-70,-5626,-5726,1992/10/29,1994/01/05
B25A1256,005,25AP1256,107070,491470,-118,,-72,-5626,-5726,1994/01/05,2016/10/21

LOCATIE,FILTERNUMMER,PEIL DATUM TIJD,STAND (MV),BIJZONDERHEID
B25A1256,005,2014/03/01 12:00:00,62,
B25A1256,005,2014/03/02 12:00:00,63,
B25A1256,005,2014/03/03 12:00:00,64,
B25A1256,005,2014/03/04 12:00:00,64,
B25A1256,005,2014/03/05 12:00:00,67,
B25A1256,005,2014/03/06 12:00:00,68,
B25A1256,005,2014/03/07 12:00:00,68,
B25A1256,005,2014/03/08 12:00:00,67,
B25A1256,005,2014/03/09 12:00:00,68,
B25A1256,005,2014/03/10 12:00:00,68,
B25A1256,005,2014/03/11 12:00:00,69,
B25A1256,005,2014/03/12 12:00:00,68,
B25A1256,005,2014/03/13 12:00:00,69,
B25A1256,005,2014/03/14 12:00:00,67,
B25A1256,005,2014/03/15 12:00:00,68,
B25A1256,005,2014/03/16 12:00:00,68,
B25A1256,005,2014/03/17 12:00:00,69,
B25A1256,005,2014/03/18 12:00:00,67,
B25A1256,005,2014/03/19 12:00:00,68,
B25A1256,005,2014/03/20 12:00:00,65,
B25A1256,005,2014/03/21 12:00:00,67,
B25A1256,005,2014/03/22 12:00:00,62,
B25A1256,005,2014/03/23 12:00:00,63,
B25A1256,005,2014/03/24 12:00:00,65,
B25A1256,005,2014/03/25 12:00:00,64,
B25A1256,005,2014/03/26 12:00:00,64,
B25A1256,005,2014/03/27 12:00:00,63,
B25A1256,005,2014/03/28 12:00:00,66,
B25A1256,005,2014/03/29 12:00:00,65,
B25A1256,005,2014/03/30 12:00:00,64,
B25A1256,005,2014/03/31 12:00:00,64,
B25A1256,005,2014/04/01 12:00:00,66,
B25A1256,005,2014/04/02 12:00:00,64,
B25A1256,005,2014/04/03 12:00:00,64,
B25A1256,005,2014/04/04 12:00:00,67,
B25A1256,005,2014/04/05 12:00:00,66,
B25A1256,005,2014/04/06 12:00:00,67,
B25A1256,005,2014/04/07 12:00:00,66,
B25A1256,005,2014/04/08 12:00:00,65,
B25A1256,005,2014/04/09 12:00:00,66,
B25A1256,005,2014/04/10 12:00:00,64,
B25A1256,005,2014/04/11 12:00:00,65,
B25A1256,005,2014/04/12 12:00:00,64,
B25A1256,005,2014/04/13 12:00:00,65,
B25A1256,005,2014/04/14 12:00:00,68,
B25A1256,005,2014/04/15 12:00:00,68,
B25A1256,005,2014/04/16 12:00:00,67,
B25A1256,005,2014/04/17 12:00:00,64,
B25A1256,005,2014/04/18 12:00:00,68,
B25A1256,005,2014/04/19 12:00:00,66,
B25A1256,005,2014/04/20 12:00:00,64,
B25A1256,005,2014/04/21 12:00:00,66,
B25A1256,005,2014/04/22 12:00:00,69,
B25A1256,005,2014/04/23 12:00:00,69,
B25A1256,005,2014/04/24 12:00:00,68,
B25A1256,005,2014/04/25 12:00:00,66,
B25A1256,005,2014/04/26 12:00:00,65,
B25A1256,005,2014/04/27 12:00:00,66,
B25A1256,005,2014/04/28 12:00:00,67,
B25A1256,005,2014/04/29 12:00:00,66,
B25A1256,005,2014/04/30 12:00:00,66,
B25A1256,005,2014/05/01 12:00:00,66,
B25A1256,005,2014/05/02 12:00:00,70,
B25A1256,005,2014/05/03 12:00:00,68,
B25A1256,005,2014/05/04 12:00:00,67,
B25A1256,005,2014/05/05 12:00:00,66,
B25A1256,005,2014/05/06 12:00:00,66,
B25A1256,005,2014/05/07 12:00:00,66,
B25A1256,005,2014/05/08 12:00:00,66,
B25A1256,005,2014/05/09 12:00:00,65,
B25A1256,005,2014/05/10 12:00:00,61,
B25A1256,005,2014/05/11 12:00:00,63,
B25A1256,005,2014/05/12 12:00:00,64,
B25A1256,005,2014/05/13 12:00:00,65,
B25A1256,005,2014/05/14 12:00:00,66,
B25A1256,005,2014/05/15 12:00:00,67,
B25A1256,005,2014/05/16 12:00:00,65,
B25A1256,005,2014/05/17 12:00:00,62,
B25A1256,005,2014/05/18 12:00:00,62,
B25A1256,005,2014/05/19 12:00:00,63,
B25A1256,005,2014/05/20 12:00:00,62,
B25A1256,005,2014/05/21 12:00:00,63,
B25A1256,005,2014/05/22 12:00:00,63,
B25A1256,005,2014/05/23 12:00:00,65,
B25A1256,005,2014/05/24 12:00:00,65,
B25A1256,005,2014/05/25 12:00:00,64,
B25A1256,005,2014/05/26 12:00:00,65,
B25A1256,005,2014/05/27 12:00:00,64,
B25A1256,005,2014/05/28 12:00:00,65,
B25A1256,005,2014/05/29 12:00:00,63,
B25A1256,005,2014/05/30 12:00:00,64,
B25A1256,005,2014/05/31 12:00:00,63,
B25A1256,005,2014/06/01 12:00:00,63,
B25A1256,005,2014/06/02 12:00:00,64,
B25A1256,005,2014/06/03 12:00:00,62,
B25A1256,005,2014/06/04 12:00:00,62,
B25A1256,005,2014/06/05 12:00:00,63,
B25A1256,005,2014/06/06 12:00:00,64,
B25A1256,005,2014/06/07 12:00:00,64,
B25A1256,005,2014/06/08 12:00:00,64,
B25A1256,005,2014/06/09 12:00:00,64,
B25A1256,005,2014/06/10 12:00:00,65,
B25A1256,005,2014/06/11 12:00:00,66,
B25A1256,005,2014/06/12 12:00:00,66,
B25A1256,005,2014/06/13 12:00:00,66,
B25A1256,005,2014/06/14 12:00:00,66,
B25A1256,005,2014/06/15 12:00:00,66,
B25A1256,005,2014/06/16 12:00:00,66,
B25A1256,005,2014/06/17 12:00:00,66,
B25A1256,005,2014/06/18 12:00:00,66,
B25A1256,005,2014/06/19 12:00:00,66,
B25A1256,005,2014/06/20 12:00:00,67,
B25A1256,005,2014/06/21 12:00:00,65,
B25A1256,005,2014/06/22 12:00:00,66,
B25A1256,005,2014/06/23 12:00:00,66,
B25A1256,005,2014/06/24 12:00:00,66,
B25A1256,005,2014/06/25 12:00:00,67,
B25A1256,005,2014/06/26 12:00:00,66,
B25A1256,005,2014/06/27 12:00:00,68,
B25A1256,005,2014/06/28 12:00:00,66,
B25A1256,005,2014/06/29 12:00:00,67,
B25A1256,005,2014/06/30 12:00:00,69,
B25A1256,005,2014/07/01 12:00:00,69,
B25A1256,005,2014/07/02 12:00:00,70,
B25A1256,005,2014/07/03 12:00:00,68,
B25A1256,005,2014/07/04 12:00:00,66,
B25A1256,005,2014/07/05 12:00:00,67,
B25A1256,005,2014/07/06 12:00:00,66,
B25A1256,005,2014/07/07 12:00:00,69,
B25A1256,005,2014/07/08 12:00:00,66,
B25A1256,005,2014/07/09 12:00:00,67,
B25A1256,005,2014/07/10 12:00:00,67,
B25A1256,005,2014/07/11 12:00:00,66,
B25A1256,005,2014/07/12 12:00:00,64,
B25A1256,005,2014/07/13 12:00:00,64,
B25A1256,005,2014/07/14 12:00:00,66,
B25A1256,005,2014/07/15 12:00:00,66,
B25A1256,005,2014/07/16 12:00:00,66,
B25A1256,005,2014/07/17 12:00:00,66,
B25A1256,005,2014/07/18 12:00:00,66,
B25A1256,005,2014/07/19 12:00:00,64,
B25A1256,005,2014/07/20 12:00:00,66,
B25A1256,005,2014/07/21 12:00:00,69,
B25A1256,005,2014/07/22 12:00:00,66,
B25A1256,005,2014/07/23 12:00:00,68,
B25A1256,005,2014/07/24 12:00:00,67,
B25A1256,005,2014/07/25 12:00:00,69,
B25A1256,005,2014/07/26 12:00:00,68,
B25A1256,005,2014/07/27 12:00:00,67,
B25A1256,005,2014/07/28 12:00:00,63,
B25A1256,005,2014/07/29 12:00:00,61,
B25A1256,005,2014/07/30 12:00:00,62,
B25A1256,005,2014/07/31 12:00:00,61,
B25A1256,005,2014/08/01 12:00:00,62,
B25A1256,005,2014/08/02 12:00:00,61,
B25A1256,005,2014/08/03 12:00:00,62,
B25A1256,005,2014/08/04 12:00:00,64,
B25A1256,005,2014/08/05 12:00:00,63,
B25A1256,005,2014/08/06 12:00:00,63,
B25A1256,005,2014/08/07 12:00:00,62,
B25A1256,005,2014/08/08 12:00:00,63,
B25A1256,005,2014/08/09 12:00:00,64,
B25A1256,005,2014/08/10 12:00:00,60,
B25A1256,005,2014/08/11 12:00:00,64,
B25A1256,005,2014/08/12 12:00:00,62,
B25A1256,005,2014/08/13 12:00:00,61,
B25A1256,005,2014/08/14 12:00:00,63,
B25A1256,005,2014/08/15 12:00:00,64,
B25A1256,005,2014/08/16 12:00:00,63,
B25A1256,005,2014/08/17 12:00:00,61,
B25A1256,005,2014/08/18 12:00:00,63,
B25A1256,005,2014/08/19 12:00:00,63,
B25A1256,005,2014/08/20 12:00:00,64,
B25A1256,005,2014/08/21 12:00:00,63,
B25A1256,005,2014/08/22 12:00:00,61,
B25A1256,005,2014/08/23 12:00:00,58,
B25A1256,005,2014/08/24 12:00:00,57,
B25A1256,005,2014/08/25 12:00:00,57,
B25A1256,005,2014/08/26 12:00:00,57,
B25A1256,005,2014/08/27 12:00:00,57,
B25A1256,005,2014/08/28 12:00:00,57,
B25A1256,005,2014/08/29 12:00:00,58,
B25A1256,005,2014/08/30 12:00:00,57,
B25A1256,005,2014/08/31 12:00:00,58,
B25A1256,005,2014/09/01 12:00:00,60,
B25A1256,005,2014/09/02 12:00:00,61,
B25A1256,005,2014/09/03 12:00:00,61,
B25A1256,005,2014/09/04 12:00:00,60,
B25A1256,005,2014/09/05 12:00:00,61,
B25A1256,005,2014/09/06 12:00:00,60,
B25A1256,005,2014/09/07 12:00:00,61,
B25A1256,005,2014/09/08 12:00:00,63,
B25A1256,005,2014/09/09 12:00:00,62,
B25A1256,005,2014/09/10 12:00:00,63,
B25A1256,005,2014/09/11 12:00:00,63,
B25A1256,005,2014/09/12 12:00:00,64,
B25A1256,005,2014/09/13 12:00:00,64,
B25A1256,005,2014/09/14 12:00:00,63,
B25A1256,005,2014/09/15 12:00:00,64,
B25A1256,005,2014/09/16 12:00:00,63,
B25A1256,005,2014/09/17 12:00:00,63,
B25A1256,005,2014/09/18 12:00:00,63,
B25A1256,005,2014/09/19 12:00:00,65,
B25A1256,005,2014/09/20 12:00:00,64,
B25A1256,005,2014/09/21 12:00:00,66,
B25A1256,005,2014/09/22 12:00:00,67,
B25A1256,005,2014/09/23 12:00:00,65,
B25A1256,005,2014/09/24 12:00:00,65,
B25A1256,005,2014/09/25 12:00:00,66,
B25A1256,005,2014/09/26 12:00:00,67,
B25A1256,005,2014/09/27 12:00:00,66,
B25A1256,005,2014/09/28 12:00:00,65,
B25A1256,005,2014/09/29 12:00:00,66,
B25A1256,005,2014/09/30 12:00:00,66,
B25A1256,005,2014/10/01 12:00:00,67,
B25A1256,005,2014/10/02 12:00:00,65,
B25A1256,005,2014/10/03 12:00:00,66,
B25A1256,005,2014/10/04 12:00:00,63,
B25A1256,005,2014/10/05 12:00:00,65,
B25A1256,005,2014/10/06 12:00:00,63,
B25A1256,005,2014/10/07 12:00:00,64,
B25A1256,005,2014/10/08 12:00:00,62,
B25A1256,005,2014/10/09 12:00:00,62,
B25A1256,005,2014/10/10 12:00:00,64,
B25A1256,005,2014/10/11 12:00:00,63,
B25A1256,005,2014/10/12 12:00:00,63,
B25A1256,005,2014/10/13 12:00:00,63,
B25A1256,005,2014/10/14 12:00:00,62,
B25A1256,005,2014/10/15 12:00:00,64,
B25A1256,005,2014/10/16 12:00:00,63,
B25A1256,005,2014/10/17 12:00:00,65,
B25A1256,005,2014/10/18 12:00:00,63,
B25A1256,005,2014/10/19 12:00:00,63,
B25A1256,005,2014/10/20 12:00:00,64,
B25A1256,005,2014/10/21 12:00:00,59,
B25A1256,005,2014/10/22 12:00:00,64,
B25A1256,005,2014/10/23 12:00:00,64,
B25A1256,005,2014/10/24 12:00:00,64,
B25A1256,005,2014/10/25 12:00:00,63,
B25A1256,005,2014/10/26 12:00:00,63,
B25A1256,005,2014/10/27 12:00:00,63,
B25A1256,005,2014/10/28 12:00:00,62,
B25A1256,005,2014/10/29 12:00:00,64,
B25A1256,005,2014/10/30 12:00:00,64,
B25A1256,005,2014/10/31 12:00:00,64,
B25A1256,005,2014/11/01 12:00:00,63,
B25A1256,005,2014/11/02 12:00:00,62,
B25A1256,005,2014/11/03 12:00:00,60,
B25A1256,005,2014/11/04 12:00:00,61,
B25A1256,005,2014/11/05 12:00:00,63,
B25A1256,005,2014/11/06 12:00:00,62,
B25A1256,005,2014/11/07 12:00:00,63,
B25A1256,005,2014/11/08 12:00:00,63,
B25A1256,005,2014/11/09 12:00:00,63,
B25A1256,005,2014/11/10 12:00:00,63,
B25A1256,005,2014/11/11 12:00:00,62,
B25A1256,005,2014/11/12 12:00:00,64,
B25A1256,005,2014/11/13 12:00:00,64,
B25A1256,005,2014/11/14 12:00:00,64,
B25A1256,005,2014/11/15 12:00:00,62,
B25A1256,005,2014/11/16 12:00:00,61,
B25A1256,005,2014/11/17 12:00:00,62,
B25A1256,005,2014/11/18 12:00:00,63,
B25A1256,005,2014/11/19 12:00:00,64,
B25A1256,005,2014/11/20 12:00:00,64,
B25A1256,005,2014/11/21 12:00:00,62,
B25A1256,005,2014/11/22 12:00:00,63,
B25A1256,005,2014/11/23 12:00:00,62,
B25A1256,005,2014/11/24 12:00:00,65,
B25A1256,005,2014/11/25 12:00:00,63,
B25A1256,005,2014/11/26 12:00:00,62,
B25A1256,005,2014/11/27 12:00:00,62,
B25A1256,005,2014/11/28 12:00:00,62,
B25A1256,005,2014/11/29 12:00:00,63,
B25A1256,005,2014/11/30 12:00:00,62,
B25A1256,005,2014/12/01 12:00:00,63,
B25A1256,005,2014/12/02 12:00:00,64,
B25A1256,005,2014/12/03 12:00:00,65,
B25A1256,005,2014/12/04 12:00:00,63,
B25A1256,005,2014/12/05 12:00:00,64,
B25A1256,005,2014/12/06 12:00:00,65,
B25A1256,005,2014/12/07 12:00:00,63,
B25A1256,005,2014/12/08 12:00:00,64,
B25A1256,005,2014/12/09 12:00:00,65,
B25A1256,005,2014/12/10 12:00:00,63,
B25A1256,005,2014/12/11 12:00:00,62,
B25A1256,005,2014/12/12 12:00:00,59,
B25A1256,005,2014/12/13 12:00:00,60,
B25A1256,005,2014/12/14 12:00:00,60,
B25A1256,005,2014/12/15 12:00:00,62,
B25A1256,005,2014/12/16 12:00:00,61,
B25A1256,005,2014/12/17 12:00:00,60,
B25A1256,005,2014/12/18 12:00:00,60,
B25A1256,005,2014/12/19 12:00:00,60,
B25A1256,005,2014/12/20 12:00:00,60,
B25A1256,005,2014/12/21 12:00:00,62,
B25A1256,005,2014/12/22 12:00:00,60,
B25A1256,005,2014/12/23 12:00:00,61,
B25A1256,005,2014/12/24 12:00:00,59,
B25A1256,005,2014/12/25 12:00:00,63,
B25A1256,005,2014/12/26 12:00:00,61,
B25A1256,005,2014/12/27 12:00:00,59,
B25A1256,005,2014/12/28 12:00:00,64,
B25A1256,005,2014/12/29 12:00:00,64,
B25A1256,005,2014/12/30 12:00:00,62,
B25A1256,005,2014/12/31 12:00:00,62,
B25A1256,005,2015/01/01 12:00:00,61,
B25A1256,005,2015/01/02 12:00:00,63,
B25A1256,005,2015/01/03 12:00:00,59,
B25A1256,005,2015/01/04 12:00:00,64,
B25A1256,005,2015/01/05 12:00:00,63,
B25A1256,005,2015/01/06 12:00:00,60,
B25A1256,005,2015/01/07 12:00:00,62,
B25A1256,005,2015/01/08 12:00:00,61,
B25A1256,005,2015/01/09 12:00:00,61,
B25A1256,005,2015/01/10 12:00:00,56,
B25A1256,005,2015/01/11 12:00:00,61,
B25A1256,005,2015/01/12 12:00:00,59,
B25A1256,005,2015/01/13 12:00:00,56,
B25A1256,005,2015/01/14 12:00:00,57,
B25A1256,005,2015/01/15 12:00:00,55,
B25A1256,005,2015/01/16 12:00:00,57,
B25A1256,005,2015/01/17 12:00:00,59,
B25A1256,005,2015/01/18 12:00:00,58,
B25A1256,005,2015/01/19 12:00:00,59,
B25A1256,005,2015/01/20 12:00:00,58,
B25A1256,005,2015/01/21 12:00:00,58,
B25A1256,005,2015/01/22 12:00:00,61,
B25A1256,005,2015/01/23 12:00:00,61,
B25A1256,005,2015/01/24 12:00:00,62,
B25A1256,005,2015/01/25 12:00:00,61,
B25A1256,005,2015/01/26 12:00:00,59,
B25A1256,005,2015/01/27 12:00:00,61,
B25A1256,005,2015/01/28 12:00:00,54,
B25A1256,005,2015/01/29 12:00:00,53,
B25A1256,005,2015/01/30 12:00:00,54,
B25A1256,005,2015/01/31 12:00:00,55,
B25A1256,005,2015/02/01 12:00:00,58,
B25A1256,005,2015/02/02 12:00:00,57,
B25A1256,005,2015/02/03 12:00:00,58,
B25A1256,005,2015/02/04 12:00:00,59,
B25A1256,005,2015/02/05 12:00:00,61,
B25A1256,005,2015/02/06 12:00:00,62,
B25A1256,005,2015/02/07 12:00:00,61,
B25A1256,005,2015/02/08 12:00:00,63,
B25A1256,005,2015/02/09 12:00:00,63,
B25A1256,005,2015/02/10 12:00:00,63,
B25A1256,005,2015/02/11 12:00:00,61,
B25A1256,005,2015/02/12 12:00:00,61,
B25A1256,005,2015/02/13 12:00:00,59,
B25A1256,005,2015/02/14 12:00:00,60,
B25A1256,005,2015/02/15 12:00:00,63,
B25A1256,005,2015/02/16 12:00:00,64,
B25A1256,005,2015/02/17 12:00:00,66,
B25A1256,005,2015/02/18 12:00:00,65,
B25A1256,005,2015/02/19 12:00:00,63,
B25A1256,005,2015/02/20 12:00:00,60,
B25A1256,005,2015/02/21 12:00:00,58,
B25A1256,005,2015/02/22 12:00:00,59,
B25A1256,005,2015/02/23 12:00:00,57,
B25A1256,005,2015/02/24 12:00:00,60,
B25A1256,005,2015/02/25 12:00:00,61,
B25A1256,005,2015/02/26 12:00:00,59,
B25A1256,005,2015/02/27 12:00:00,62,
B25A1256,005,2015/02/28 12:00:00,60,
B25A1256,005,2015/03/01 12:00:00,59,
B25A1256,005,2015/03/02 12:00:00,61,
B25A1256,005,2015/03/03 12:00:00,60,
B25A1256,005,2015/03/04 12:00:00,64,
B25A1256,005,2015/03/05 12:00:00,63,
B25A1256,005,2015/03/06 12:00:00,64,
B25A1256,005,2015/03/07 12:00:00,63,
B25A1256,005,2015/03/08 12:00:00,62,
B25A1256,005,2015/03/09 12:00:00,62,
B25A1256,005,2015/03/10 12:00:00,64,
B25A1256,005,2015/03/11 12:00:00,63,
B25A1256,005,2015/03/12 12:00:00,62,
B25A1256,005,2015/03/13 12:00:00,62,
B25A1256,005,2015/03/14 12:00:00,62,
B25A1256,005,2015/03/15 12:00:00,64,
B25A1256,005,2015/03/16 12:00:00,64,
B25A1256,005,2015/03/17 12:00:00,64,
B25A1256,005,2015/03/18 12:00:00,65,
B25A1256,005,2015/03/19 12:00:00,65,
B25A1256,005,2015/03/20 12:00:00,64,
B25A1256,005,2015/03/21 12:00:00,65,
B25A1256,005,2015/03/22 12:00:00,64,
B25A1256,005,2015/03/23 12:00:00,64,
B25A1256,005,2015/03/24 12:00:00,63,
B25A1256,005,2015/03/25 12:00:00,63,
B25A1256,005,2015/03/26 12:00:00,61,
B25A1256,005,2015/03/27 12:00:00,66,
B25A1256,005,2015/03/28 12:00:00,62,
B25A1256,005,2015/03/29 12:00:00,57,
B25A1256,005,2015/03/30 12:00:00,65,
B25A1256,005,2015/03/31 12:00:00,64,
B25A1256,005,2015/04/01 12:00:00,64,
B25A1256,005,2015/04/02 12:00:00,65,
B25A1256,005,2015/04/03 12:00:00,64,
B25A1256,005,2015/04/04 12:00:00,64,
B25A1256,005,2015/04/05 12:00:00,65,
B25A1256,005,2015/04/06 12:00:00,66,
B25A1256,005,2015/04/07 12:00:00,65,
B25A1256,005,2015/04/08 12:00:00,65,
B25A1256,005,2015/04/09 12:00:00,64,
B25A1256,005,2015/04/10 12:00:00,64,
B25A1256,005,2015/04/11 12:00:00,64,
B25A1256,005,2015/04/12 12:00:00,64,
B25A1256,005,2015/04/13 12:00:00,67,
B25A1256,005,2015/04/14 12:00:00,65,
B25A1256,005,2015/04/15 12:00:00,64,
B25A1256,005,2015/04/16 12:00:00,64,
B25A1256,005,2015/04/17 12:00:00,67,
B25A1256,005,2015/04/18 12:00:00,67,
B25A1256,005,2015/04/19 12:00:00,66,
B25A1256,005,2015/04/20 12:00:00,68,
B25A1256,005,2015/04/21 12:00:00,68,
B25A1256,005,2015/04/22 12:00:00,64,
B25A1256,005,2015/04/23 12:00:00,62,
B25A1256,005,2015/04/24 12:00:00,62,
B25A1256,005,2015/04/25 12:00:00,61,
B25A1256,005,2015/04/26 12:00:00,62,
B25A1256,005,2015/04/27 12:00:00,63,
B25A1256,005,2015/04/28 12:00:00,66,
B25A1256,005,2015/04/29 12:00:00,63,
B25A1256,005,2015/04/30 12:00:00,62,
B25A1256,005,2015/05/01 12:00:00,63,
B25A1256,005,2015/05/02 12:00:00,63,
B25A1256,005,2015/05/03 12:00:00,61,
B25A1256,005,2015/05/04 12:00:00,64,
B25A1256,005,2015/05/05 12:00:00,64,
B25A1256,005,2015/05/06 12:00:00,63,
B25A1256,005,2015/05/07 12:00:00,64,
B25A1256,005,2015/05/08 12:00:00,64,
B25A1256,005,2015/05/09 12:00:00,63,
B25A1256,005,2015/05/10 12:00:00,64,
B25A1256,005,2015/05/11 12:00:00,65,
B25A1256,005,2015/05/12 12:00:00,65,
B25A1256,005,2015/05/13 12:00:00,64,
B25A1256,005,2015/05/14 12:00:00,63,
B25A1256,005,2015/05/15 12:00:00,67,
B25A1256,005,2015/05/16 12:00:00,67,
B25A1256,005,2015/05/17 12:00:00,65,
B25A1256,005,2015/05/18 12:00:00,63,
B25A1256,005,2015/05/19 12:00:00,63,
B25A1256,005,2015/05/20 12:00:00,66,
B25A1256,005,2015/05/21 12:00:00,66,
B25A1256,005,2015/05/22 12:00:00,66,
B25A1256,005,2015/05/23 12:00:00,66,
B25A1256,005,2015/05/24 12:00:00,64,
B25A1256,005,2015/05/25 12:00:00,65,
B25A1256,005,2015/05/26 12:00:00,66,
B25A1256,005,2015/05/27 12:00:00,67,
B25A1256,005,2015/05/28 12:00:00,66,
B25A1256,005,2015/05/29 12:00:00,65,
B25A1256,005,2015/05/30 12:00:00,66,
B25A1256,005,2015/05/31 12:00:00,65,
B25A1256,005,2015/06/01 12:00:00,66,
B25A1256,005,2015/06/02 12:00:00,64,
B25A1256,005,2015/06/03 12:00:00,67,
B25A1256,005,2015/06/04 12:00:00,66,
B25A1256,005,2015/06/05 12:00:00,66,
B25A1256,005,2015/06/06 12:00:00,67,
B25A1256,005,2015/06/07 12:00:00,68,
B25A1256,005,2015/06/08 12:00:00,69,
B25A1256,005,2015/06/09 12:00:00,68,
B25A1256,005,2015/06/10 12:00:00,69,
B25A1256,005,2015/06/11 12:00:00,67,
B25A1256,005,2015/06/12 12:00:00,67,
B25A1256,005,2015/06/13 12:00:00,67,
B25A1256,005,2015/06/14 12:00:00,67,
B25A1256,005,2015/06/15 12:00:00,70,
B25A1256,005,2015/06/16 12:00:00,70,
B25A1256,005,2015/06/17 12:00:00,69,
B25A1256,005,2015/06/18 12:00:00,68,
B25A1256,005,2015/06/19 12:00:00,69,
B25A1256,005,2015/06/20 12:00:00,68,
B25A1256,005,2015/06/21 12:00:00,67,
B25A1256,005,2015/06/22 12:00:00,67,
B25A1256,005,2015/06/23 12:00:00,68,
B25A1256,005,2015/06/24 12:00:00,69,
B25A1256,005,2015/06/25 12:00:00,68,
B25A1256,005,2015/06/26 12:00:00,68,
B25A1256,005,2015/06/27 12:00:00,69,
B25A1256,005,2015/06/28 12:00:00,68,
B25A1256,005,2015/06/29 12:00:00,70,
B25A1256,005,2015/06/30 12:00:00,68,
B25A1256,005,2015/07/01 12:00:00,68,
B25A1256,005,2015/07/02 12:00:00,71,
B25A1256,005,2015/07/03 12:00:00,71,
B25A1256,005,2015/07/04 12:00:00,71,
B25A1256,005,2015/07/05 12:00:00,68,
B25A1256,005,2015/07/06 12:00:00,71,
B25A1256,005,2015/07/07 12:00:00,68,
B25A1256,005,2015/07/08 12:00:00,71,
B25A1256,005,2015/07/09 12:00:00,71,
B25A1256,005,2015/07/10 12:00:00,72,
B25A1256,005,2015/07/11 12:00:00,70,
B25A1256,005,2015/07/12 12:00:00,70,
B25A1256,005,2015/07/13 12:00:00,71,
B25A1256,005,2015/07/14 12:00:00,70,
B25A1256,005,2015/07/15 12:00:00,70,
B25A1256,005,2015/07/16 12:00:00,68,
B25A1256,005,2015/07/17 12:00:00,71,
B25A1256,005,2015/07/18 12:00:00,70,
B25A1256,005,2015/07/19 12:00:00,69,
B25A1256,005,2015/07/20 12:00:00,70,
B25A1256,005,2015/07/21 12:00:00,69,
B25A1256,005,2015/07/22 12:00:00,71,
B25A1256,005,2015/07/23 12:00:00,70,
B25A1256,005,2015/07/24 12:00:00,69,
B25A1256,005,2015/07/25 12:00:00,72,
B25A1256,005,2015/07/26 12:00:00,68,
B25A1256,005,2015/07/27 12:00:00,69,
B25A1256,005,2015/07/28 12:00:00,68,
B25A1256,005,2015/07/29 12:00:00,68,
B25A1256,005,2015/07/30 12:00:00,68,
B25A1256,005,2015/07/31 12:00:00,69,
B25A1256,005,2015/08/01 12:00:00,67,
B25A1256,005,2015/08/02 12:00:00,67,
B25A1256,005,2015/08/03 12:00:00,69,
B25A1256,005,2015/08/04 12:00:00,67,
B25A1256,005,2015/08/05 12:00:00,67,
B25A1256,005,2015/08/06 12:00:00,67,
B25A1256,005,2015/08/07 12:00:00,69,
B25A1256,005,2015/08/08 12:00:00,68,
B25A1256,005,2015/08/09 12:00:00,67,
B25A1256,005,2015/08/10 12:00:00,69,
B25A1256,005,2015/08/11 12:00:00,68,
B25A1256,005,2015/08/12 12:00:00,70,
B25A1256,005,2015/08/13 12:00:00,67,
B25A1256,005,2015/08/14 12:00:00,67,
B25A1256,005,2015/08/15 12:00:00,67,
B25A1256,005,2015/08/16 12:00:00,67,
B25A1256,005,2015/08/17 12:00:00,65,
B25A1256,005,2015/08/18 12:00:00,65,
B25A1256,005,2015/08/19 12:00:00,65,
B25A1256,005,2015/08/20 12:00:00,65,
B25A1256,005,2015/08/21 12:00:00,65,
B25A1256,005,2015/08/22 12:00:00,64,
B25A1256,005,2015/08/23 12:00:00,63,
B25A1256,005,2015/08/24 12:00:00,62,
B25A1256,005,2015/08/25 12:00:00,65,
B25A1256,005,2015/08/26 12:00:00,65,
B25A1256,005,2015/08/27 12:00:00,64,
B25A1256,005,2015/08/28 12:00:00,64,
B25A1256,005,2015/08/29 12:00:00,62,
B25A1256,005,2015/08/30 12:00:00,62,
B25A1256,005,2015/08/31 12:00:00,60,
B25A1256,005,2015/09/01 12:00:00,62,
B25A1256,005,2015/09/02 12:00:00,62,
B25A1256,005,2015/09/03 12:00:00,61,
B25A1256,005,2015/09/04 12:00:00,62,
B25A1256,005,2015/09/05 12:00:00,59,
B25A1256,005,2015/09/06 12:00:00,60,
B25A1256,005,2015/09/07 12:00:00,61,
B25A1256,005,2015/09/08 12:00:00,60,
B25A1256,005,2015/09/09 12:00:00,62,
B25A1256,005,2015/09/10 12:00:00,60,
B25A1256,005,2015/09/11 12:00:00,60,
B25A1256,005,2015/09/12 12:00:00,59,
B25A1256,005,2015/09/13 12:00:00,59,
B25A1256,005,2015/09/14 12:00:00,60,
B25A1256,005,2015/09/15 12:00:00,58,
B25A1256,005,2015/09/16 12:00:00,57,
B25A1256,005,2015/09/17 12:00:00,58,
B25A1256,005,2015/09/18 12:00:00,60,
